"","Store","IsHoliday","Weekly_Sales","Temperature","Fuel_Price","CPI","Unemployment","Type","Size","week_of_year","month_of_year","year"
"65",1,FALSE,41512.39,72.03,3.81,215.6279544,7.682,"A",151315,17,4,2011
"66",1,FALSE,20138.19,64.61,3.906,215.7960035,7.682,"A",151315,18,5,2011
"67",1,FALSE,17235.15,75.64,3.899,215.9640526,7.682,"A",151315,19,5,2011
"68",1,FALSE,15136.78,67.63,3.907,215.7339202,7.682,"A",151315,20,5,2011
"69",1,FALSE,15741.6,77.72,3.786,215.5037878,7.682,"A",151315,21,5,2011
"70",1,FALSE,16434.15,83,3.699,215.2736553,7.682,"A",151315,22,6,2011
"71",1,FALSE,15883.52,83.13,3.648,215.0435229,7.682,"A",151315,23,6,2011
"72",1,FALSE,14978.09,86.41,3.637,214.9980596,7.682,"A",151315,24,6,2011
"73",1,FALSE,15682.81,83.58,3.594,215.0910982,7.682,"A",151315,25,6,2011
"74",1,FALSE,15363.5,85.55,3.524,215.1841368,7.962,"A",151315,26,7,2011
"75",1,FALSE,16148.87,85.83,3.48,215.2771754,7.962,"A",151315,27,7,2011
"76",1,FALSE,15654.85,88.54,3.575,215.3611087,7.962,"A",151315,28,7,2011
"77",1,FALSE,15766.6,85.77,3.651,215.4222784,7.962,"A",151315,29,7,2011
"78",1,FALSE,15922.41,86.83,3.682,215.4834482,7.962,"A",151315,30,7,2011
"79",1,FALSE,15295.55,91.65,3.684,215.544618,7.962,"A",151315,31,8,2011
"80",1,FALSE,14539.79,90.76,3.638,215.6057878,7.962,"A",151315,32,8,2011
"81",1,FALSE,14689.24,89.94,3.554,215.6693107,7.962,"A",151315,33,8,2011
"82",1,FALSE,14537.37,87.96,3.523,215.7332258,7.962,"A",151315,34,8,2011
"83",1,FALSE,15277.27,87.83,3.533,215.7971409,7.962,"A",151315,35,9,2011
"84",1,TRUE,17746.68,76,3.546,215.861056,7.962,"A",151315,36,9,2011
"85",1,FALSE,18535.48,79.94,3.526,216.0410526,7.962,"A",151315,37,9,2011
"86",1,FALSE,17859.3,75.8,3.467,216.3758246,7.962,"A",151315,38,9,2011
"87",1,FALSE,18337.68,79.69,3.355,216.7105965,7.962,"A",151315,39,9,2011
"88",1,FALSE,20797.58,69.31,3.285,217.0453684,7.866,"A",151315,40,10,2011
"89",1,FALSE,23077.55,71.74,3.274,217.3552733,7.866,"A",151315,41,10,2011
"90",1,FALSE,23351.8,63.71,3.353,217.5159762,7.866,"A",151315,42,10,2011
"91",1,FALSE,31579.9,66.57,3.372,217.6766791,7.866,"A",151315,43,10,2011
"92",1,FALSE,39886.06,54.98,3.332,217.837382,7.866,"A",151315,44,11,2011
"93",1,FALSE,18689.54,59.11,3.297,217.9980849,7.866,"A",151315,45,11,2011
"94",1,FALSE,19050.66,62.25,3.308,218.2205088,7.866,"A",151315,46,11,2011
"95",1,TRUE,20911.25,60.14,3.236,218.4676211,7.866,"A",151315,47,11,2011
"96",1,FALSE,25293.49,48.91,3.172,218.7147333,7.866,"A",151315,48,12,2011
"97",1,FALSE,33305.92,43.93,3.158,218.9618456,7.866,"A",151315,49,12,2011
"98",1,FALSE,45773.03,51.63,3.159,219.1794533,7.866,"A",151315,50,12,2011
"99",1,FALSE,46788.75,47.96,3.112,219.3577216,7.866,"A",151315,51,12,2011
"100",1,TRUE,23350.88,44.55,3.129,219.5359898,7.866,"A",151315,52,12,2011
"101",1,FALSE,16567.69,49.01,3.157,219.7142581,7.348,"A",151315,1,1,2012
"102",1,FALSE,16894.4,48.53,3.261,219.8925263,7.348,"A",151315,2,1,2012
"103",1,FALSE,18365.1,54.11,3.268,219.9856893,7.348,"A",151315,3,1,2012
"104",1,FALSE,18378.16,54.26,3.29,220.0788523,7.348,"A",151315,4,1,2012
"105",1,FALSE,23510.49,56.55,3.36,220.1720153,7.348,"A",151315,5,2,2012
"106",1,TRUE,36988.49,48.02,3.409,220.2651783,7.348,"A",151315,6,2,2012
"107",1,FALSE,54060.1,45.32,3.51,220.4257586,7.348,"A",151315,7,2,2012
"108",1,FALSE,20124.22,57.25,3.555,220.636902,7.348,"A",151315,8,2,2012
"109",1,FALSE,20113.03,60.96,3.63,220.8480454,7.348,"A",151315,9,3,2012
"110",1,FALSE,21140.07,58.76,3.669,221.0591887,7.348,"A",151315,10,3,2012
"111",1,FALSE,22366.88,64.74,3.734,221.2118132,7.348,"A",151315,11,3,2012
"112",1,FALSE,22107.7,65.93,3.787,221.2864126,7.348,"A",151315,12,3,2012
"113",1,FALSE,28952.86,67.61,3.845,221.3610119,7.348,"A",151315,13,3,2012
"114",1,FALSE,57592.12,70.43,3.891,221.4356112,7.143,"A",151315,14,4,2012
"115",1,FALSE,34684.21,69.07,3.891,221.5102105,7.143,"A",151315,15,4,2012
"116",1,FALSE,16976.19,66.76,3.877,221.5640737,7.143,"A",151315,16,4,2012
"117",1,FALSE,16347.6,67.23,3.814,221.6179368,7.143,"A",151315,17,4,2012
"118",1,FALSE,17147.44,75.55,3.749,221.6718,7.143,"A",151315,18,5,2012
"119",1,FALSE,18164.2,73.77,3.688,221.7256632,7.143,"A",151315,19,5,2012
"120",1,FALSE,18517.79,70.33,3.63,221.742674,7.143,"A",151315,20,5,2012
"121",1,FALSE,16963.55,77.22,3.561,221.744944,7.143,"A",151315,21,5,2012
"122",1,FALSE,16065.49,77.95,3.501,221.7472139,7.143,"A",151315,22,6,2012
"123",1,FALSE,17666,78.3,3.452,221.7494839,7.143,"A",151315,23,6,2012
"124",1,FALSE,17558.82,79.35,3.393,221.7626421,7.143,"A",151315,24,6,2012
"125",1,FALSE,16633.41,78.39,3.346,221.8030211,7.143,"A",151315,25,6,2012
"126",1,FALSE,15722.82,84.88,3.286,221.8434,7.143,"A",151315,26,6,2012
"127",1,FALSE,17823.37,81.57,3.227,221.8837789,6.908,"A",151315,27,7,2012
"128",1,FALSE,16566.18,77.12,3.256,221.9241579,6.908,"A",151315,28,7,2012
"129",1,FALSE,16348.06,80.42,3.311,221.9327267,6.908,"A",151315,29,7,2012
"130",1,FALSE,15731.18,82.66,3.407,221.9412954,6.908,"A",151315,30,7,2012
"131",1,FALSE,16628.31,86.11,3.417,221.9498642,6.908,"A",151315,31,8,2012
"132",1,FALSE,16119.92,85.05,3.494,221.9584329,6.908,"A",151315,32,8,2012
"133",1,FALSE,17330.7,84.85,3.571,222.0384109,6.908,"A",151315,33,8,2012
"134",1,FALSE,16286.4,77.66,3.62,222.1719457,6.908,"A",151315,34,8,2012
"135",1,FALSE,16680.24,80.49,3.638,222.3054805,6.908,"A",151315,35,8,2012
"136",1,TRUE,18322.37,83.96,3.73,222.4390153,6.908,"A",151315,36,9,2012
"137",1,FALSE,19616.22,74.97,3.717,222.5820193,6.908,"A",151315,37,9,2012
"138",1,FALSE,19251.5,69.87,3.721,222.7818386,6.908,"A",151315,38,9,2012
"139",1,FALSE,18947.81,76.08,3.666,222.9816579,6.908,"A",151315,39,9,2012
"140",1,FALSE,21904.47,68.55,3.617,223.1814772,6.573,"A",151315,40,10,2012
"141",1,FALSE,22764.01,62.99,3.601,223.3812965,6.573,"A",151315,41,10,2012
"142",1,FALSE,24185.27,67.97,3.594,223.4257233,6.573,"A",151315,42,10,2012
"143",1,FALSE,27390.81,69.16,3.506,223.4442513,6.573,"A",151315,43,10,2012
"144",2,FALSE,35034.06,40.19,2.572,210.7526053,8.324,"A",202307,6,2,2010
"145",2,TRUE,60483.7,38.49,2.548,210.8979935,8.324,"A",202307,7,2,2010
"146",2,FALSE,58221.52,39.69,2.514,210.9451605,8.324,"A",202307,8,2,2010
"147",2,FALSE,25962.32,46.1,2.561,210.9759573,8.324,"A",202307,9,2,2010
"148",2,FALSE,27372.05,47.17,2.625,211.0067542,8.324,"A",202307,10,3,2010
"149",2,FALSE,28660.87,57.56,2.667,211.037551,8.324,"A",202307,11,3,2010
"150",2,FALSE,28446.92,54.52,2.72,210.8733316,8.324,"A",202307,12,3,2010
"151",2,FALSE,32213.99,51.26,2.732,210.6766095,8.324,"A",202307,13,3,2010
"152",2,FALSE,82766.07,63.27,2.719,210.4798874,8.2,"A",202307,14,4,2010
"153",2,FALSE,66560,65.41,2.77,210.2831653,8.2,"A",202307,15,4,2010
"154",2,FALSE,21308.59,68.07,2.808,210.1495463,8.2,"A",202307,16,4,2010
"155",2,FALSE,22163.12,65.11,2.795,210.1000648,8.2,"A",202307,17,4,2010
"156",2,FALSE,24066.2,66.98,2.78,210.0505833,8.2,"A",202307,18,4,2010
"157",2,FALSE,26191.58,71.28,2.835,210.0011018,8.2,"A",202307,19,5,2010
"158",2,FALSE,25876.55,73.31,2.854,209.9984585,8.2,"A",202307,20,5,2010
"159",2,FALSE,22689.01,74.83,2.826,210.2768443,8.2,"A",202307,21,5,2010
"160",2,FALSE,22899.73,81.13,2.759,210.5552301,8.2,"A",202307,22,5,2010
"161",2,FALSE,23869.17,81.81,2.705,210.833616,8.2,"A",202307,23,6,2010
"162",2,FALSE,24549.01,83.4,2.668,211.1120018,8.2,"A",202307,24,6,2010
"163",2,FALSE,23918.56,85.81,2.637,211.1096543,8.2,"A",202307,25,6,2010
"164",2,FALSE,23757.36,86.26,2.653,210.9950134,8.2,"A",202307,26,6,2010
"165",2,FALSE,23803.34,82.74,2.669,210.8803726,8.099,"A",202307,27,7,2010
"166",2,FALSE,23707.54,82.59,2.642,210.7657317,8.099,"A",202307,28,7,2010
"167",2,FALSE,23727.77,85.32,2.623,210.7577954,8.099,"A",202307,29,7,2010
"168",2,FALSE,21139.52,87.66,2.608,210.8921319,8.099,"A",202307,30,7,2010
"169",2,FALSE,22749.21,83.49,2.64,211.0264684,8.099,"A",202307,31,7,2010
"170",2,FALSE,22795.72,89.53,2.627,211.1608049,8.099,"A",202307,32,8,2010
"171",2,FALSE,21933.3,89.05,2.692,211.2951413,8.099,"A",202307,33,8,2010
"172",2,FALSE,22126.52,88.7,2.664,211.2596586,8.099,"A",202307,34,8,2010
"173",2,FALSE,21264.66,87.12,2.619,211.2241759,8.099,"A",202307,35,8,2010
"174",2,FALSE,23901.32,81.83,2.577,211.1886931,8.099,"A",202307,36,9,2010
"175",2,TRUE,25710.17,79.09,2.565,211.1532104,8.099,"A",202307,37,9,2010
"176",2,FALSE,26266.39,82.05,2.582,211.1806415,8.099,"A",202307,38,9,2010
"177",2,FALSE,26127.76,81.79,2.624,211.2552578,8.099,"A",202307,39,9,2010
"178",2,FALSE,27023.35,69.24,2.603,211.3298742,8.163,"A",202307,40,10,2010
"179",2,FALSE,31524.86,63.19,2.633,211.4044906,8.163,"A",202307,41,10,2010
"180",2,FALSE,34924.59,65.8,2.72,211.4713286,8.163,"A",202307,42,10,2010
"181",2,FALSE,40755.17,68.5,2.725,211.5187208,8.163,"A",202307,43,10,2010
"182",2,FALSE,56903.47,66.24,2.716,211.5661131,8.163,"A",202307,44,10,2010
"183",2,FALSE,46198.84,57.85,2.689,211.6135053,8.163,"A",202307,45,11,2010
"184",2,FALSE,22794.09,59.69,2.728,211.6608975,8.163,"A",202307,46,11,2010
"185",2,FALSE,24363.72,50.81,2.771,211.5470304,8.163,"A",202307,47,11,2010
"186",2,TRUE,24513.63,62.98,2.735,211.4062867,8.163,"A",202307,48,11,2010
"187",2,FALSE,30662.62,49.33,2.708,211.265543,8.163,"A",202307,49,12,2010
"188",2,FALSE,44451.34,45.5,2.843,211.1247993,8.163,"A",202307,50,12,2010
"189",2,FALSE,64512.46,47.55,2.869,211.0645458,8.163,"A",202307,51,12,2010
"190",2,FALSE,82523.73,49.97,2.886,211.0646599,8.163,"A",202307,52,12,2010
"191",2,TRUE,28482.71,47.3,2.943,211.064774,8.163,"A",202307,53,12,2010
"192",2,FALSE,19092.94,44.69,2.976,211.0648881,8.028,"A",202307,1,1,2011
"193",2,FALSE,22159.74,33.02,2.983,211.1176713,8.028,"A",202307,2,1,2011
"194",2,FALSE,23088.16,41.4,3.016,211.4864691,8.028,"A",202307,3,1,2011
"195",2,FALSE,25461.57,42.83,3.01,211.8552668,8.028,"A",202307,4,1,2011
"196",2,FALSE,29606.98,38.25,2.989,212.2240646,8.028,"A",202307,5,2,2011
"197",2,TRUE,51382.63,33.19,3.022,212.5928624,8.028,"A",202307,6,2,2011
"198",2,FALSE,62706.27,57.83,3.045,212.9033115,8.028,"A",202307,7,2,2011
"199",2,FALSE,22631.87,60.8,3.065,213.190421,8.028,"A",202307,8,2,2011
"200",2,FALSE,25562.33,57.77,3.288,213.4775305,8.028,"A",202307,9,3,2011
"201",2,FALSE,26025.39,52.7,3.459,213.7646401,8.028,"A",202307,10,3,2011
"202",2,FALSE,25405.55,62.32,3.488,214.0156238,8.028,"A",202307,11,3,2011
"203",2,FALSE,23880.58,69.42,3.473,214.2521573,8.028,"A",202307,12,3,2011
"204",2,FALSE,24591.68,55.43,3.524,214.4886908,7.931,"A",202307,13,4,2011
"205",2,FALSE,28223.45,67,3.622,214.7252242,7.931,"A",202307,14,4,2011
"206",2,FALSE,34644.85,69.48,3.743,214.9420631,7.931,"A",202307,15,4,2011
"207",2,FALSE,72065.08,69.39,3.807,215.1096657,7.931,"A",202307,16,4,2011
"208",2,FALSE,57905.55,69.21,3.81,215.2772683,7.931,"A",202307,17,4,2011
"209",2,FALSE,24658.53,61.48,3.906,215.4448709,7.931,"A",202307,18,5,2011
"210",2,FALSE,22484.33,74.61,3.899,215.6124735,7.931,"A",202307,19,5,2011
"211",2,FALSE,21590.53,67.14,3.907,215.3834778,7.931,"A",202307,20,5,2011
"212",2,FALSE,21334.34,76.42,3.786,215.1544822,7.931,"A",202307,21,5,2011
"213",2,FALSE,22174.12,83.07,3.699,214.9254865,7.931,"A",202307,22,6,2011
"214",2,FALSE,21554.22,83.4,3.648,214.6964908,7.931,"A",202307,23,6,2011
"215",2,FALSE,22431.56,86.53,3.637,214.6513538,7.931,"A",202307,24,6,2011
"216",2,FALSE,21426.72,85.17,3.594,214.7441108,7.931,"A",202307,25,6,2011
"217",2,FALSE,21706.59,85.69,3.524,214.8368678,7.852,"A",202307,26,7,2011
"218",2,FALSE,21037.47,87.7,3.48,214.9296249,7.852,"A",202307,27,7,2011
"219",2,FALSE,20810.61,89.83,3.575,215.0134426,7.852,"A",202307,28,7,2011
"220",2,FALSE,20456.83,89.34,3.651,215.0749122,7.852,"A",202307,29,7,2011
"221",2,FALSE,20783.05,90.07,3.682,215.1363819,7.852,"A",202307,30,7,2011
"222",2,FALSE,20875.73,93.34,3.684,215.1978515,7.852,"A",202307,31,8,2011
"223",2,FALSE,20580.3,91.58,3.638,215.2593211,7.852,"A",202307,32,8,2011
"224",2,FALSE,21324.65,89.86,3.554,215.3229307,7.852,"A",202307,33,8,2011
"225",2,FALSE,21642.33,90.45,3.523,215.386897,7.852,"A",202307,34,8,2011
"226",2,FALSE,23645.73,89.64,3.533,215.4508632,7.852,"A",202307,35,9,2011
"227",2,TRUE,22549.64,77.97,3.546,215.5148295,7.852,"A",202307,36,9,2011
"228",2,FALSE,23973.86,78.85,3.526,215.6944378,7.852,"A",202307,37,9,2011
"229",2,FALSE,24204.22,75.58,3.467,216.0282356,7.852,"A",202307,38,9,2011
"230",2,FALSE,24949.42,78.14,3.355,216.3620333,7.852,"A",202307,39,9,2011
"231",2,FALSE,28071.56,69.92,3.285,216.6958311,7.441,"A",202307,40,10,2011
"232",2,FALSE,29264.62,71.67,3.274,217.0048261,7.441,"A",202307,41,10,2011
"233",2,FALSE,33205.32,64.53,3.353,217.1650042,7.441,"A",202307,42,10,2011
"234",2,FALSE,43490.95,65.87,3.372,217.3251824,7.441,"A",202307,43,10,2011
"235",2,FALSE,55729.13,55.53,3.332,217.4853605,7.441,"A",202307,44,11,2011
"236",2,FALSE,23151.55,59.33,3.297,217.6455387,7.441,"A",202307,45,11,2011
"237",2,FALSE,23923.11,62.01,3.308,217.8670218,7.441,"A",202307,46,11,2011
"238",2,TRUE,25542.74,56.36,3.236,218.1130269,7.441,"A",202307,47,11,2011
"239",2,FALSE,29959.08,48.74,3.172,218.3590319,7.441,"A",202307,48,12,2011
"240",2,FALSE,43639.97,41.76,3.158,218.605037,7.441,"A",202307,49,12,2011
"241",2,FALSE,63109.72,50.13,3.159,218.8217928,7.441,"A",202307,50,12,2011
"242",2,FALSE,75779.45,46.66,3.112,218.9995495,7.441,"A",202307,51,12,2011
"243",2,TRUE,31246.27,44.57,3.129,219.1773063,7.441,"A",202307,52,12,2011
"244",2,FALSE,20481.45,46.75,3.157,219.355063,7.057,"A",202307,1,1,2012
"245",2,FALSE,21569.9,45.99,3.261,219.5328198,7.057,"A",202307,2,1,2012
"246",2,FALSE,23397.02,51.7,3.268,219.6258417,7.057,"A",202307,3,1,2012
"247",2,FALSE,22833.08,50.5,3.29,219.7188636,7.057,"A",202307,4,1,2012
"248",2,FALSE,28813.06,55.21,3.36,219.8118854,7.057,"A",202307,5,2,2012
"249",2,TRUE,41247.02,46.98,3.409,219.9049073,7.057,"A",202307,6,2,2012
"250",2,FALSE,77394.09,43.82,3.51,220.0651993,7.057,"A",202307,7,2,2012
"251",2,FALSE,25613.67,54.63,3.555,220.275944,7.057,"A",202307,8,2,2012
"252",2,FALSE,25556.15,58.79,3.63,220.4866886,7.057,"A",202307,9,3,2012
"253",2,FALSE,26173.93,57.11,3.669,220.6974332,7.057,"A",202307,10,3,2012
"254",2,FALSE,27320.08,63.68,3.734,220.8498468,7.057,"A",202307,11,3,2012
"255",2,FALSE,29868.82,64.01,3.787,220.9244858,7.057,"A",202307,12,3,2012
"256",2,FALSE,37052.68,66.83,3.845,220.9991248,7.057,"A",202307,13,3,2012
"257",2,FALSE,75970.97,68.43,3.891,221.0737638,6.891,"A",202307,14,4,2012
"258",2,FALSE,56093.13,68.08,3.891,221.1484028,6.891,"A",202307,15,4,2012
"259",2,FALSE,22568.57,65.69,3.877,221.2021074,6.891,"A",202307,16,4,2012
"260",2,FALSE,22414.38,67.2,3.814,221.255812,6.891,"A",202307,17,4,2012
"261",2,FALSE,22711.04,76.73,3.749,221.3095166,6.891,"A",202307,18,5,2012
"262",2,FALSE,25661.21,73.87,3.688,221.3632212,6.891,"A",202307,19,5,2012
"263",2,FALSE,25982.7,71.27,3.63,221.380331,6.891,"A",202307,20,5,2012
"264",2,FALSE,23561.25,78.19,3.561,221.3828029,6.891,"A",202307,21,5,2012
"265",2,FALSE,23076.47,78.38,3.501,221.3852748,6.891,"A",202307,22,6,2012
"266",2,FALSE,24826.25,78.69,3.452,221.3877467,6.891,"A",202307,23,6,2012
"267",2,FALSE,24016.43,80.56,3.393,221.4009901,6.891,"A",202307,24,6,2012
"268",2,FALSE,24155.67,81.04,3.346,221.4411622,6.891,"A",202307,25,6,2012
"269",2,FALSE,23580.74,86.32,3.286,221.4813343,6.891,"A",202307,26,6,2012
"270",2,FALSE,24052.7,84.2,3.227,221.5215064,6.565,"A",202307,27,7,2012
"271",2,FALSE,23148.57,80.17,3.256,221.5616784,6.565,"A",202307,28,7,2012
"272",2,FALSE,23813.13,83.23,3.311,221.5701123,6.565,"A",202307,29,7,2012
"273",2,FALSE,23025.51,86.37,3.407,221.5785461,6.565,"A",202307,30,7,2012
"274",2,FALSE,22851.99,90.22,3.417,221.5869799,6.565,"A",202307,31,8,2012
"275",2,FALSE,23261.95,88.55,3.494,221.5954138,6.565,"A",202307,32,8,2012
"276",2,FALSE,24793.54,84.79,3.571,221.6751459,6.565,"A",202307,33,8,2012
"277",2,FALSE,22839.77,76.91,3.62,221.8083518,6.565,"A",202307,34,8,2012
"278",2,FALSE,25343.45,82.64,3.638,221.9415576,6.565,"A",202307,35,8,2012
"279",2,TRUE,25270.06,87.65,3.73,222.0747635,6.565,"A",202307,36,9,2012
"280",2,FALSE,26435.2,75.88,3.717,222.2174395,6.565,"A",202307,37,9,2012
"281",2,FALSE,26303.04,71.09,3.721,222.4169362,6.565,"A",202307,38,9,2012
"282",2,FALSE,27159.07,79.45,3.666,222.6164329,6.565,"A",202307,39,9,2012
"283",2,FALSE,30789.27,70.27,3.617,222.8159296,6.17,"A",202307,40,10,2012
"284",2,FALSE,34070,60.97,3.601,223.0154263,6.17,"A",202307,41,10,2012
"285",2,FALSE,35897.95,68.08,3.594,223.0598077,6.17,"A",202307,42,10,2012
"286",2,FALSE,41615.24,69.79,3.506,223.0783366,6.17,"A",202307,43,10,2012
"287",3,FALSE,6453.58,45.71,2.572,214.4248812,7.368,"B",37392,6,2,2010
"288",3,TRUE,12748.72,47.93,2.548,214.5747916,7.368,"B",37392,7,2,2010
"289",3,FALSE,8918.31,47.07,2.514,214.6198868,7.368,"B",37392,8,2,2010
"290",3,FALSE,4992,52.05,2.561,214.6475127,7.368,"B",37392,9,2,2010
"291",3,FALSE,5172.73,53.04,2.625,214.6751386,7.368,"B",37392,10,3,2010
"292",3,FALSE,5540.28,63.08,2.667,214.7027646,7.368,"B",37392,11,3,2010
"293",3,FALSE,5118.12,60.42,2.72,214.5301219,7.368,"B",37392,12,3,2010
"294",3,FALSE,6620.12,57.06,2.732,214.3241011,7.368,"B",37392,13,3,2010
"295",3,FALSE,16399.01,65.56,2.719,214.1180803,7.343,"B",37392,14,4,2010
"296",3,FALSE,8316.05,68,2.77,213.9120595,7.343,"B",37392,15,4,2010
"297",3,FALSE,4061.89,66.98,2.808,213.7726889,7.343,"B",37392,16,4,2010
"298",3,FALSE,4417.17,67.87,2.795,213.7221852,7.343,"B",37392,17,4,2010
"299",3,FALSE,4159.25,70.24,2.78,213.6716815,7.343,"B",37392,18,4,2010
"300",3,FALSE,4756.69,73.47,2.835,213.6211778,7.343,"B",37392,19,5,2010
"301",3,FALSE,4771.24,77.18,2.854,213.6196139,7.343,"B",37392,20,5,2010
"302",3,FALSE,4444.92,75.81,2.826,213.9116886,7.343,"B",37392,21,5,2010
