"","Date","IsHoliday","Dept","Weekly_Sales","Temperature","Fuel_Price","CPI","Unemployment","week_of_year","month_of_year","year"
"22",2010-02-05,FALSE,95,106690.06,42.31,2.572,211.0963582,8.106,6,2,2010
"23",2010-02-05,FALSE,2,50605.27,42.31,2.572,211.0963582,8.106,6,2,2010
"24",2010-02-05,FALSE,27,2293,42.31,2.572,211.0963582,8.106,6,2,2010
"25",2010-02-05,FALSE,51,1.16,42.31,2.572,211.0963582,8.106,6,2,2010
"26",2010-02-05,FALSE,4,39954.04,42.31,2.572,211.0963582,8.106,6,2,2010
"27",2010-02-05,FALSE,80,15694.17,42.31,2.572,211.0963582,8.106,6,2,2010
"28",2010-02-05,FALSE,29,7024.95,42.31,2.572,211.0963582,8.106,6,2,2010
"29",2010-02-05,FALSE,56,2567.36,42.31,2.572,211.0963582,8.106,6,2,2010
"30",2010-02-05,FALSE,31,3455.92,42.31,2.572,211.0963582,8.106,6,2,2010
"31",2010-02-05,FALSE,33,8589.77,42.31,2.572,211.0963582,8.106,6,2,2010
"32",2010-02-05,FALSE,8,40129.01,42.31,2.572,211.0963582,8.106,6,2,2010
"33",2010-02-05,FALSE,85,3825.78,42.31,2.572,211.0963582,8.106,6,2,2010
"34",2010-02-05,FALSE,67,8414.14,42.31,2.572,211.0963582,8.106,6,2,2010
"35",2010-02-05,FALSE,46,20837.77,42.31,2.572,211.0963582,8.106,6,2,2010
"36",2010-02-05,FALSE,90,76419.47,42.31,2.572,211.0963582,8.106,6,2,2010
"37",2010-02-05,FALSE,12,8449.54,42.31,2.572,211.0963582,8.106,6,2,2010
"38",2010-02-05,FALSE,54,439,42.31,2.572,211.0963582,8.106,6,2,2010
"39",2010-02-05,FALSE,14,19466.91,42.31,2.572,211.0963582,8.106,6,2,2010
"40",2010-02-05,FALSE,94,56655.39,42.31,2.572,211.0963582,8.106,6,2,2010
"41",2010-02-05,FALSE,97,32153.04,42.31,2.572,211.0963582,8.106,6,2,2010
"42",2010-02-05,FALSE,42,8366.71,42.31,2.572,211.0963582,8.106,6,2,2010
"43",2010-02-05,FALSE,49,11501.46,42.31,2.572,211.0963582,8.106,6,2,2010
"44",2010-02-05,FALSE,47,70,42.31,2.572,211.0963582,8.106,6,2,2010
"45",2010-02-05,FALSE,91,62424.14,42.31,2.572,211.0963582,8.106,6,2,2010
"46",2010-02-05,FALSE,3,13740.12,42.31,2.572,211.0963582,8.106,6,2,2010
"47",2010-02-05,FALSE,21,8907.63,42.31,2.572,211.0963582,8.106,6,2,2010
"48",2010-02-05,FALSE,32,11875.84,42.31,2.572,211.0963582,8.106,6,2,2010
"49",2010-02-05,FALSE,81,30052.75,42.31,2.572,211.0963582,8.106,6,2,2010
"50",2010-02-05,FALSE,30,5491,42.31,2.572,211.0963582,8.106,6,2,2010
"51",2010-02-05,FALSE,44,4674.75,42.31,2.572,211.0963582,8.106,6,2,2010
"52",2010-02-05,FALSE,36,120,42.31,2.572,211.0963582,8.106,6,2,2010
"53",2010-02-05,FALSE,48,814,42.31,2.572,211.0963582,8.106,6,2,2010
"54",2010-02-05,FALSE,22,13623.98,42.31,2.572,211.0963582,8.106,6,2,2010
"55",2010-02-05,FALSE,60,1416.8,42.31,2.572,211.0963582,8.106,6,2,2010
"56",2010-02-05,FALSE,35,2770,42.31,2.572,211.0963582,8.106,6,2,2010
"57",2010-02-05,FALSE,24,8272.9,42.31,2.572,211.0963582,8.106,6,2,2010
"58",2010-02-05,FALSE,82,19484.03,42.31,2.572,211.0963582,8.106,6,2,2010
"59",2010-02-05,FALSE,13,41969.29,42.31,2.572,211.0963582,8.106,6,2,2010
"60",2010-02-05,FALSE,40,66780.63,42.31,2.572,211.0963582,8.106,6,2,2010
"61",2010-02-05,FALSE,25,11609.5,42.31,2.572,211.0963582,8.106,6,2,2010
"62",2010-02-05,FALSE,10,30721.5,42.31,2.572,211.0963582,8.106,6,2,2010
"63",2010-02-05,FALSE,18,4729.5,42.31,2.572,211.0963582,8.106,6,2,2010
"64",2010-02-05,FALSE,59,1409.34,42.31,2.572,211.0963582,8.106,6,2,2010
"65",2010-02-05,FALSE,41,1011.83,42.31,2.572,211.0963582,8.106,6,2,2010
"66",2010-02-05,FALSE,20,5034.1,42.31,2.572,211.0963582,8.106,6,2,2010
"67",2010-02-05,FALSE,37,3438.16,42.31,2.572,211.0963582,8.106,6,2,2010
"68",2010-02-05,FALSE,72,98499.12,42.31,2.572,211.0963582,8.106,6,2,2010
"69",2010-02-05,FALSE,92,139884.94,42.31,2.572,211.0963582,8.106,6,2,2010
"70",2010-02-05,FALSE,71,5421.14,42.31,2.572,211.0963582,8.106,6,2,2010
"71",2010-02-05,FALSE,11,24213.18,42.31,2.572,211.0963582,8.106,6,2,2010
"72",2010-02-05,FALSE,6,5749.03,42.31,2.572,211.0963582,8.106,6,2,2010
"73",2010-02-05,FALSE,98,10891.37,42.31,2.572,211.0963582,8.106,6,2,2010
"74",2010-02-12,TRUE,3,10887.84,38.51,2.548,211.2421698,8.106,7,2,2010
"75",2010-02-12,TRUE,79,36080.86,38.51,2.548,211.2421698,8.106,7,2,2010
"76",2010-02-12,TRUE,46,18826.47,38.51,2.548,211.2421698,8.106,7,2,2010
"77",2010-02-12,TRUE,13,36476.4,38.51,2.548,211.2421698,8.106,7,2,2010
"78",2010-02-12,TRUE,17,13403.66,38.51,2.548,211.2421698,8.106,7,2,2010
"79",2010-02-12,TRUE,23,22812.41,38.51,2.548,211.2421698,8.106,7,2,2010
"80",2010-02-12,TRUE,87,39254.57,38.51,2.548,211.2421698,8.106,7,2,2010
"81",2010-02-12,TRUE,4,35351.21,38.51,2.548,211.2421698,8.106,7,2,2010
"82",2010-02-12,TRUE,85,4994.64,38.51,2.548,211.2421698,8.106,7,2,2010
"83",2010-02-12,TRUE,7,18310.31,38.51,2.548,211.2421698,8.106,7,2,2010
"84",2010-02-12,TRUE,45,34.47,38.51,2.548,211.2421698,8.106,7,2,2010
"85",2010-02-12,TRUE,6,9135,38.51,2.548,211.2421698,8.106,7,2,2010
"86",2010-02-12,TRUE,14,18129.02,38.51,2.548,211.2421698,8.106,7,2,2010
"87",2010-02-12,TRUE,60,1003.2,38.51,2.548,211.2421698,8.106,7,2,2010
"88",2010-02-12,TRUE,21,8735.83,38.51,2.548,211.2421698,8.106,7,2,2010
"89",2010-02-12,TRUE,55,18892.81,38.51,2.548,211.2421698,8.106,7,2,2010
"90",2010-02-12,TRUE,11,21760.75,38.51,2.548,211.2421698,8.106,7,2,2010
"91",2010-02-12,TRUE,28,1008.36,38.51,2.548,211.2421698,8.106,7,2,2010
"92",2010-02-12,TRUE,98,16309.73,38.51,2.548,211.2421698,8.106,7,2,2010
"93",2010-02-12,TRUE,32,14700.59,38.51,2.548,211.2421698,8.106,7,2,2010
"94",2010-02-12,TRUE,5,29620.81,38.51,2.548,211.2421698,8.106,7,2,2010
"95",2010-02-12,TRUE,9,16562.49,38.51,2.548,211.2421698,8.106,7,2,2010
"96",2010-02-12,TRUE,29,7696.61,38.51,2.548,211.2421698,8.106,7,2,2010
"97",2010-02-12,TRUE,49,16139.05,38.51,2.548,211.2421698,8.106,7,2,2010
"98",2010-02-12,TRUE,80,16720.84,38.51,2.548,211.2421698,8.106,7,2,2010
"99",2010-02-12,TRUE,82,20949.36,38.51,2.548,211.2421698,8.106,7,2,2010
"100",2010-02-12,TRUE,93,70202.02,38.51,2.548,211.2421698,8.106,7,2,2010
"101",2010-02-12,TRUE,59,1447.42,38.51,2.548,211.2421698,8.106,7,2,2010
"102",2010-02-12,TRUE,8,37334.83,38.51,2.548,211.2421698,8.106,7,2,2010
"103",2010-02-12,TRUE,81,30694.25,38.51,2.548,211.2421698,8.106,7,2,2010
"104",2010-02-12,TRUE,58,4505,38.51,2.548,211.2421698,8.106,7,2,2010
"105",2010-02-12,TRUE,83,7521.08,38.51,2.548,211.2421698,8.106,7,2,2010
"106",2010-02-12,TRUE,51,28.11,38.51,2.548,211.2421698,8.106,7,2,2010
"107",2010-02-12,TRUE,25,13268.75,38.51,2.548,211.2421698,8.106,7,2,2010
"108",2010-02-12,TRUE,94,62329.48,38.51,2.548,211.2421698,8.106,7,2,2010
"109",2010-02-12,TRUE,40,60828.25,38.51,2.548,211.2421698,8.106,7,2,2010
"110",2010-02-12,TRUE,26,10050.92,38.51,2.548,211.2421698,8.106,7,2,2010
"111",2010-02-12,TRUE,97,33874.47,38.51,2.548,211.2421698,8.106,7,2,2010
"112",2010-02-12,TRUE,24,8050.24,38.51,2.548,211.2421698,8.106,7,2,2010
"113",2010-02-12,TRUE,33,8483.54,38.51,2.548,211.2421698,8.106,7,2,2010
"114",2010-02-12,TRUE,38,94136.35,38.51,2.548,211.2421698,8.106,7,2,2010
"115",2010-02-12,TRUE,74,11857.96,38.51,2.548,211.2421698,8.106,7,2,2010
"116",2010-02-12,TRUE,54,383,38.51,2.548,211.2421698,8.106,7,2,2010
"117",2010-02-12,TRUE,10,31494.77,38.51,2.548,211.2421698,8.106,7,2,2010
"118",2010-02-12,TRUE,27,2339.5,38.51,2.548,211.2421698,8.106,7,2,2010
"119",2010-02-12,TRUE,44,4463.33,38.51,2.548,211.2421698,8.106,7,2,2010
"120",2010-02-12,TRUE,42,7284.34,38.51,2.548,211.2421698,8.106,7,2,2010
"121",2010-02-12,TRUE,48,247,38.51,2.548,211.2421698,8.106,7,2,2010
"122",2010-02-12,TRUE,34,12852.83,38.51,2.548,211.2421698,8.106,7,2,2010
"123",2010-02-12,TRUE,22,14807.95,38.51,2.548,211.2421698,8.106,7,2,2010
"124",2010-02-12,TRUE,19,1490.79,38.51,2.548,211.2421698,8.106,7,2,2010
"125",2010-02-12,TRUE,91,66937,38.51,2.548,211.2421698,8.106,7,2,2010
"126",2010-02-12,TRUE,71,4752,38.51,2.548,211.2421698,8.106,7,2,2010
"127",2010-02-12,TRUE,36,432,38.51,2.548,211.2421698,8.106,7,2,2010
"128",2010-02-12,TRUE,35,2420,38.51,2.548,211.2421698,8.106,7,2,2010
"129",2010-02-12,TRUE,52,2728.58,38.51,2.548,211.2421698,8.106,7,2,2010
"130",2010-02-12,TRUE,95,111390.36,38.51,2.548,211.2421698,8.106,7,2,2010
"131",2010-02-12,TRUE,30,5328.5,38.51,2.548,211.2421698,8.106,7,2,2010
"132",2010-02-12,TRUE,12,8654.07,38.51,2.548,211.2421698,8.106,7,2,2010
"133",2010-02-12,TRUE,41,924.53,38.51,2.548,211.2421698,8.106,7,2,2010
"134",2010-02-12,TRUE,2,44682.74,38.51,2.548,211.2421698,8.106,7,2,2010
"135",2010-02-12,TRUE,37,3450.68,38.51,2.548,211.2421698,8.106,7,2,2010
"136",2010-02-12,TRUE,56,2849.12,38.51,2.548,211.2421698,8.106,7,2,2010
"137",2010-02-12,TRUE,90,79455.64,38.51,2.548,211.2421698,8.106,7,2,2010
"138",2010-02-12,TRUE,1,46039.49,38.51,2.548,211.2421698,8.106,7,2,2010
"139",2010-02-12,TRUE,31,3228.96,38.51,2.548,211.2421698,8.106,7,2,2010
"140",2010-02-12,TRUE,16,11873.89,38.51,2.548,211.2421698,8.106,7,2,2010
"141",2010-02-12,TRUE,18,19006.5,38.51,2.548,211.2421698,8.106,7,2,2010
"142",2010-02-12,TRUE,20,3697.7,38.51,2.548,211.2421698,8.106,7,2,2010
"143",2010-02-12,TRUE,67,17614.47,38.51,2.548,211.2421698,8.106,7,2,2010
"144",2010-02-12,TRUE,92,143081.42,38.51,2.548,211.2421698,8.106,7,2,2010
"145",2010-02-12,TRUE,72,79636.32,38.51,2.548,211.2421698,8.106,7,2,2010
"146",2010-02-19,FALSE,3,11523.47,39.93,2.514,211.2891429,8.106,8,2,2010
"147",2010-02-19,FALSE,93,62581.64,39.93,2.514,211.2891429,8.106,8,2,2010
"148",2010-02-19,FALSE,8,38717.6,39.93,2.514,211.2891429,8.106,8,2,2010
"149",2010-02-19,FALSE,7,19985.2,39.93,2.514,211.2891429,8.106,8,2,2010
"150",2010-02-19,FALSE,51,52.88,39.93,2.514,211.2891429,8.106,8,2,2010
"151",2010-02-19,FALSE,85,6517.55,39.93,2.514,211.2891429,8.106,8,2,2010
"152",2010-02-19,FALSE,97,31585.78,39.93,2.514,211.2891429,8.106,8,2,2010
"153",2010-02-19,FALSE,13,37857.68,39.93,2.514,211.2891429,8.106,8,2,2010
"154",2010-02-19,FALSE,6,6060.26,39.93,2.514,211.2891429,8.106,8,2,2010
"155",2010-02-19,FALSE,45,22.94,39.93,2.514,211.2891429,8.106,8,2,2010
"156",2010-02-19,FALSE,79,34141.62,39.93,2.514,211.2891429,8.106,8,2,2010
"157",2010-02-19,FALSE,80,15918.98,39.93,2.514,211.2891429,8.106,8,2,2010
"158",2010-02-19,FALSE,98,12087.95,39.93,2.514,211.2891429,8.106,8,2,2010
"159",2010-02-19,FALSE,59,1530.41,39.93,2.514,211.2891429,8.106,8,2,2010
"160",2010-02-19,FALSE,25,10271.25,39.93,2.514,211.2891429,8.106,8,2,2010
"161",2010-02-19,FALSE,28,1012.09,39.93,2.514,211.2891429,8.106,8,2,2010
"162",2010-02-19,FALSE,87,33593.8,39.93,2.514,211.2891429,8.106,8,2,2010
"163",2010-02-19,FALSE,58,3131,39.93,2.514,211.2891429,8.106,8,2,2010
"164",2010-02-19,FALSE,29,7966.55,39.93,2.514,211.2891429,8.106,8,2,2010
"165",2010-02-19,FALSE,17,13485.61,39.93,2.514,211.2891429,8.106,8,2,2010
"166",2010-02-19,FALSE,24,7366.7,39.93,2.514,211.2891429,8.106,8,2,2010
"167",2010-02-19,FALSE,56,3246.57,39.93,2.514,211.2891429,8.106,8,2,2010
"168",2010-02-19,FALSE,38,98672.59,39.93,2.514,211.2891429,8.106,8,2,2010
"169",2010-02-19,FALSE,21,8949.67,39.93,2.514,211.2891429,8.106,8,2,2010
"170",2010-02-19,FALSE,74,13917.2,39.93,2.514,211.2891429,8.106,8,2,2010
"171",2010-02-19,FALSE,5,26468.27,39.93,2.514,211.2891429,8.106,8,2,2010
"172",2010-02-19,FALSE,81,28784.91,39.93,2.514,211.2891429,8.106,8,2,2010
"173",2010-02-19,FALSE,83,9080.26,39.93,2.514,211.2891429,8.106,8,2,2010
"174",2010-02-19,FALSE,4,36826.95,39.93,2.514,211.2891429,8.106,8,2,2010
"175",2010-02-19,FALSE,32,20275.45,39.93,2.514,211.2891429,8.106,8,2,2010
"176",2010-02-19,FALSE,14,17491.36,39.93,2.514,211.2891429,8.106,8,2,2010
"177",2010-02-19,FALSE,9,15880.85,39.93,2.514,211.2891429,8.106,8,2,2010
"178",2010-02-19,FALSE,52,3356.66,39.93,2.514,211.2891429,8.106,8,2,2010
"179",2010-02-19,FALSE,31,2652,39.93,2.514,211.2891429,8.106,8,2,2010
"180",2010-02-19,FALSE,42,8423.87,39.93,2.514,211.2891429,8.106,8,2,2010
"181",2010-02-19,FALSE,33,7611.35,39.93,2.514,211.2891429,8.106,8,2,2010
"182",2010-02-19,FALSE,71,3357,39.93,2.514,211.2891429,8.106,8,2,2010
"183",2010-02-19,FALSE,47,-863,39.93,2.514,211.2891429,8.106,8,2,2010
"184",2010-02-19,FALSE,55,17404.53,39.93,2.514,211.2891429,8.106,8,2,2010
"185",2010-02-19,FALSE,16,13855.54,39.93,2.514,211.2891429,8.106,8,2,2010
"186",2010-02-19,FALSE,44,4401.78,39.93,2.514,211.2891429,8.106,8,2,2010
"187",2010-02-19,FALSE,2,47928.89,39.93,2.514,211.2891429,8.106,8,2,2010
"188",2010-02-19,FALSE,18,17623.72,39.93,2.514,211.2891429,8.106,8,2,2010
"189",2010-02-19,FALSE,35,2176,39.93,2.514,211.2891429,8.106,8,2,2010
"190",2010-02-19,FALSE,94,72212.32,39.93,2.514,211.2891429,8.106,8,2,2010
"191",2010-02-19,FALSE,40,68569.53,39.93,2.514,211.2891429,8.106,8,2,2010
"192",2010-02-19,FALSE,49,16736.17,39.93,2.514,211.2891429,8.106,8,2,2010
"193",2010-02-19,FALSE,1,41595.55,39.93,2.514,211.2891429,8.106,8,2,2010
"194",2010-02-19,FALSE,11,18706.21,39.93,2.514,211.2891429,8.106,8,2,2010
"195",2010-02-19,FALSE,82,20195.2,39.93,2.514,211.2891429,8.106,8,2,2010
"196",2010-02-19,FALSE,36,595,39.93,2.514,211.2891429,8.106,8,2,2010
"197",2010-02-19,FALSE,19,1722.17,39.93,2.514,211.2891429,8.106,8,2,2010
"198",2010-02-19,FALSE,46,22414.94,39.93,2.514,211.2891429,8.106,8,2,2010
"199",2010-02-19,FALSE,30,5735,39.93,2.514,211.2891429,8.106,8,2,2010
"200",2010-02-19,FALSE,10,29634.13,39.93,2.514,211.2891429,8.106,8,2,2010
"201",2010-02-19,FALSE,54,616,39.93,2.514,211.2891429,8.106,8,2,2010
"202",2010-02-19,FALSE,41,1206.88,39.93,2.514,211.2891429,8.106,8,2,2010
"203",2010-02-19,FALSE,37,3203.31,39.93,2.514,211.2891429,8.106,8,2,2010
"204",2010-02-19,FALSE,34,13006.5,39.93,2.514,211.2891429,8.106,8,2,2010
"205",2010-02-19,FALSE,26,10547.6,39.93,2.514,211.2891429,8.106,8,2,2010
"206",2010-02-19,FALSE,72,72377.79,39.93,2.514,211.2891429,8.106,8,2,2010
"207",2010-02-19,FALSE,23,21381.85,39.93,2.514,211.2891429,8.106,8,2,2010
"208",2010-02-19,FALSE,91,63011.44,39.93,2.514,211.2891429,8.106,8,2,2010
"209",2010-02-19,FALSE,22,12290.16,39.93,2.514,211.2891429,8.106,8,2,2010
"210",2010-02-19,FALSE,27,2494.5,39.93,2.514,211.2891429,8.106,8,2,2010
"211",2010-02-19,FALSE,90,76091.36,39.93,2.514,211.2891429,8.106,8,2,2010
"212",2010-02-19,FALSE,95,107952.07,39.93,2.514,211.2891429,8.106,8,2,2010
"213",2010-02-19,FALSE,92,135066.75,39.93,2.514,211.2891429,8.106,8,2,2010
"214",2010-02-19,FALSE,60,1020.8,39.93,2.514,211.2891429,8.106,8,2,2010
"215",2010-02-19,FALSE,20,4719.89,39.93,2.514,211.2891429,8.106,8,2,2010
"216",2010-02-19,FALSE,67,16411.69,39.93,2.514,211.2891429,8.106,8,2,2010
"217",2010-02-19,FALSE,48,354,39.93,2.514,211.2891429,8.106,8,2,2010
"218",2010-02-19,FALSE,12,9165.98,39.93,2.514,211.2891429,8.106,8,2,2010
"219",2010-02-26,FALSE,79,33309.85,46.63,2.561,211.3196429,8.106,9,2,2010
"220",2010-02-26,FALSE,49,16245.13,46.63,2.561,211.3196429,8.106,9,2,2010
"221",2010-02-26,FALSE,98,10871.74,46.63,2.561,211.3196429,8.106,9,2,2010
"222",2010-02-26,FALSE,8,35318.2,46.63,2.561,211.3196429,8.106,9,2,2010
"223",2010-02-26,FALSE,32,8146.57,46.63,2.561,211.3196429,8.106,9,2,2010
"224",2010-02-26,FALSE,17,10667.06,46.63,2.561,211.3196429,8.106,9,2,2010
"225",2010-02-26,FALSE,3,11135.17,46.63,2.561,211.3196429,8.106,9,2,2010
"226",2010-02-26,FALSE,93,57630.02,46.63,2.561,211.3196429,8.106,9,2,2010
"227",2010-02-26,FALSE,24,5630.82,46.63,2.561,211.3196429,8.106,9,2,2010
"228",2010-02-26,FALSE,85,5622.63,46.63,2.561,211.3196429,8.106,9,2,2010
"229",2010-02-26,FALSE,55,16708.1,46.63,2.561,211.3196429,8.106,9,2,2010
"230",2010-02-26,FALSE,58,4356,46.63,2.561,211.3196429,8.106,9,2,2010
"231",2010-02-26,FALSE,28,986.07,46.63,2.561,211.3196429,8.106,9,2,2010
"232",2010-02-26,FALSE,18,545.02,46.63,2.561,211.3196429,8.106,9,2,2010
"233",2010-02-26,FALSE,83,6627.3,46.63,2.561,211.3196429,8.106,9,2,2010
"234",2010-02-26,FALSE,6,5244.56,46.63,2.561,211.3196429,8.106,9,2,2010
"235",2010-02-26,FALSE,59,1126.68,46.63,2.561,211.3196429,8.106,9,2,2010
"236",2010-02-26,FALSE,45,45.41,46.63,2.561,211.3196429,8.106,9,2,2010
"237",2010-02-26,FALSE,34,12005,46.63,2.561,211.3196429,8.106,9,2,2010
"238",2010-02-26,FALSE,13,37467.32,46.63,2.561,211.3196429,8.106,9,2,2010
"239",2010-02-26,FALSE,5,24101.89,46.63,2.561,211.3196429,8.106,9,2,2010
"240",2010-02-26,FALSE,38,92755.59,46.63,2.561,211.3196429,8.106,9,2,2010
"241",2010-02-26,FALSE,74,13330.89,46.63,2.561,211.3196429,8.106,9,2,2010
"242",2010-02-26,FALSE,2,44292.87,46.63,2.561,211.3196429,8.106,9,2,2010
"243",2010-02-26,FALSE,4,34660.16,46.63,2.561,211.3196429,8.106,9,2,2010
"244",2010-02-26,FALSE,25,10218.67,46.63,2.561,211.3196429,8.106,9,2,2010
"245",2010-02-26,FALSE,7,17224.22,46.63,2.561,211.3196429,8.106,9,2,2010
"246",2010-02-26,FALSE,40,64328.29,46.63,2.561,211.3196429,8.106,9,2,2010
"247",2010-02-26,FALSE,97,28457.31,46.63,2.561,211.3196429,8.106,9,2,2010
"248",2010-02-26,FALSE,33,4814.66,46.63,2.561,211.3196429,8.106,9,2,2010
"249",2010-02-26,FALSE,52,2287.01,46.63,2.561,211.3196429,8.106,9,2,2010
"250",2010-02-26,FALSE,19,1655.32,46.63,2.561,211.3196429,8.106,9,2,2010
"251",2010-02-26,FALSE,36,506,46.63,2.561,211.3196429,8.106,9,2,2010
"252",2010-02-26,FALSE,23,17798.37,46.63,2.561,211.3196429,8.106,9,2,2010
"253",2010-02-26,FALSE,82,19023.33,46.63,2.561,211.3196429,8.106,9,2,2010
"254",2010-02-26,FALSE,44,3864.43,46.63,2.561,211.3196429,8.106,9,2,2010
"255",2010-02-26,FALSE,16,12881.02,46.63,2.561,211.3196429,8.106,9,2,2010
"256",2010-02-26,FALSE,35,2029.9,46.63,2.561,211.3196429,8.106,9,2,2010
"257",2010-02-26,FALSE,51,4.16,46.63,2.561,211.3196429,8.106,9,2,2010
"258",2010-02-26,FALSE,29,4972.65,46.63,2.561,211.3196429,8.106,9,2,2010
"259",2010-02-26,FALSE,87,32299.49,46.63,2.561,211.3196429,8.106,9,2,2010
"260",2010-02-26,FALSE,26,8541.14,46.63,2.561,211.3196429,8.106,9,2,2010
"261",2010-02-26,FALSE,56,2598.65,46.63,2.561,211.3196429,8.106,9,2,2010
"262",2010-02-26,FALSE,11,17306.61,46.63,2.561,211.3196429,8.106,9,2,2010
"263",2010-02-26,FALSE,31,2665.75,46.63,2.561,211.3196429,8.106,9,2,2010
"264",2010-02-26,FALSE,10,27921.96,46.63,2.561,211.3196429,8.106,9,2,2010
"265",2010-02-26,FALSE,21,8592.42,46.63,2.561,211.3196429,8.106,9,2,2010
"266",2010-02-26,FALSE,30,3614.48,46.63,2.561,211.3196429,8.106,9,2,2010
"267",2010-02-26,FALSE,27,1666.75,46.63,2.561,211.3196429,8.106,9,2,2010
"268",2010-02-26,FALSE,94,55501.07,46.63,2.561,211.3196429,8.106,9,2,2010
"269",2010-02-26,FALSE,41,885.27,46.63,2.561,211.3196429,8.106,9,2,2010
"270",2010-02-26,FALSE,80,15673.94,46.63,2.561,211.3196429,8.106,9,2,2010
"271",2010-02-26,FALSE,9,15175.52,46.63,2.561,211.3196429,8.106,9,2,2010
"272",2010-02-26,FALSE,91,57335.17,46.63,2.561,211.3196429,8.106,9,2,2010
"273",2010-02-26,FALSE,60,959.2,46.63,2.561,211.3196429,8.106,9,2,2010
"274",2010-02-26,FALSE,1,19403.54,46.63,2.561,211.3196429,8.106,9,2,2010
"275",2010-02-26,FALSE,42,7039.85,46.63,2.561,211.3196429,8.106,9,2,2010
"276",2010-02-26,FALSE,14,16118.26,46.63,2.561,211.3196429,8.106,9,2,2010
"277",2010-02-26,FALSE,95,103652.58,46.63,2.561,211.3196429,8.106,9,2,2010
"278",2010-02-26,FALSE,46,18099.75,46.63,2.561,211.3196429,8.106,9,2,2010
"279",2010-02-26,FALSE,81,28213.79,46.63,2.561,211.3196429,8.106,9,2,2010
"280",2010-02-26,FALSE,72,55590.73,46.63,2.561,211.3196429,8.106,9,2,2010
"281",2010-02-26,FALSE,48,357,46.63,2.561,211.3196429,8.106,9,2,2010
"282",2010-02-26,FALSE,37,2474.99,46.63,2.561,211.3196429,8.106,9,2,2010
"283",2010-02-26,FALSE,90,71718.48,46.63,2.561,211.3196429,8.106,9,2,2010
"284",2010-02-26,FALSE,71,3944.5,46.63,2.561,211.3196429,8.106,9,2,2010
"285",2010-02-26,FALSE,54,209,46.63,2.561,211.3196429,8.106,9,2,2010
"286",2010-02-26,FALSE,67,5905.14,46.63,2.561,211.3196429,8.106,9,2,2010
"287",2010-02-26,FALSE,20,4007.94,46.63,2.561,211.3196429,8.106,9,2,2010
"288",2010-02-26,FALSE,22,9295.78,46.63,2.561,211.3196429,8.106,9,2,2010
"289",2010-02-26,FALSE,92,125048.08,46.63,2.561,211.3196429,8.106,9,2,2010
"290",2010-02-26,FALSE,12,9015.37,46.63,2.561,211.3196429,8.106,9,2,2010
"291",2010-03-05,FALSE,85,4027.52,46.5,2.625,211.3501429,8.106,10,3,2010
"292",2010-03-05,FALSE,8,38776.09,46.5,2.625,211.3501429,8.106,10,3,2010
"293",2010-03-05,FALSE,79,42931.77,46.5,2.625,211.3501429,8.106,10,3,2010
"294",2010-03-05,FALSE,33,6214.6,46.5,2.625,211.3501429,8.106,10,3,2010
"295",2010-03-05,FALSE,28,1002.2,46.5,2.625,211.3501429,8.106,10,3,2010
"296",2010-03-05,FALSE,98,10903.65,46.5,2.625,211.3501429,8.106,10,3,2010
